batch_id,batch_order,batch_image_path,image_path,annotation_path,sequence_id,frame_id,split,camera_height_m,person_count,bicycle_count,scenario_hint,selection_reason,annotation_mode,annotation_status,exclude_reason,rail_annotation_status,left_rail_points,right_rail_points
railgoerl24_batch_001,20,images/train/020__2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00003495.jpg,imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00003495.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00003495.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,3495,train,2.45,10,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,21,images/train/021__2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00000990.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4/2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00000990.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4/2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00000990.xml,2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4,990,train,2.45,8,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,22,images/train/022__2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00002175.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4/2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00002175.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4/2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00002175.xml,2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4,2175,train,2.45,9,0,normal,hard_case_extension,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,23,images/train/023__2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00002580.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4/2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00002580.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4/2024-04-25_XRAISE_Gegenlicht-Gruppe_1_00002580.xml,2024-04-25_TUEV_Elchingen/Gegenlicht-Gruppe_1.mp4,2580,train,2.45,6,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,24,images/train/024__2024-04-25_XRAISE_Gegenstaende auf Gleis_00000645.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis_00000645.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis_00000645.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4,645,train,2.45,0,0,object_on_track,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,25,images/train/025__2024-04-25_XRAISE_Gegenstaende auf Gleis_00001680.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis_00001680.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis_00001680.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4,1680,train,2.45,0,0,object_on_track,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,26,images/train/026__2024-04-25_XRAISE_Gegenstaende auf Gleis_00001935.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis_00001935.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis_00001935.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis.mp4,1935,train,2.45,0,0,object_on_track,hard_case_extension,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,27,images/train/027__2024-04-25_XRAISE_Gegenstaende auf Gleis2_00001380.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis2_00001380.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis2_00001380.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4,1380,train,2.45,1,0,object_on_track,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,28,images/train/028__2024-04-25_XRAISE_Gegenstaende auf Gleis2_00003585.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis2_00003585.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis2_00003585.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4,3585,train,2.45,0,1,object_on_track,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,29,images/train/029__2024-04-25_XRAISE_Gegenstaende auf Gleis2_00004140.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis2_00004140.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis2_00004140.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis2.mp4,4140,train,2.45,5,1,object_on_track,hard_case_extension,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,30,images/train/030__2024-04-25_XRAISE_Gegenstaende auf Gleis3_00001050.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis3_00001050.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis3_00001050.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4,1050,train,2.45,0,1,object_on_track,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,31,images/train/031__2024-04-25_XRAISE_Gegenstaende auf Gleis3_00001890.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis3_00001890.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis3_00001890.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4,1890,train,2.45,0,1,object_on_track,hard_case_extension,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,32,images/train/032__2024-04-25_XRAISE_Gegenstaende auf Gleis3_00002730.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis3_00002730.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis3_00002730.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis3.mp4,2730,train,2.45,0,0,object_on_track,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,33,images/train/033__2024-04-25_XRAISE_Gegenstaende auf Gleis4_00000480.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis4_00000480.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis4_00000480.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4,480,train,2.45,0,0,object_on_track,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,34,images/train/034__2024-04-25_XRAISE_Gegenstaende auf Gleis4_00001260.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis4_00001260.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis4_00001260.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4,1260,train,2.45,0,0,object_on_track,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,35,images/train/035__2024-04-25_XRAISE_Gegenstaende auf Gleis4_00001455.jpg,imgs/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis4_00001455.jpg,annots/2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4/2024-04-25_XRAISE_Gegenstaende auf Gleis4_00001455.xml,2024-04-25_TUEV_Elchingen/Gegenstaende auf Gleis4.mp4,1455,train,2.45,0,0,object_on_track,hard_case_extension,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,36,images/train/036__2024-04-25_XRAISE_Karnevalkostuem-Scholz_00000630.jpg,imgs/2024-04-25_TUEV_Elchingen/Karnevalkostuem-Scholz.mp4/2024-04-25_XRAISE_Karnevalkostuem-Scholz_00000630.jpg,annots/2024-04-25_TUEV_Elchingen/Karnevalkostuem-Scholz.mp4/2024-04-25_XRAISE_Karnevalkostuem-Scholz_00000630.xml,2024-04-25_TUEV_Elchingen/Karnevalkostuem-Scholz.mp4,630,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,37,images/train/037__2024-04-25_XRAISE_Karnevalkostuem-Scholz_00001635.jpg,imgs/2024-04-25_TUEV_Elchingen/Karnevalkostuem-Scholz.mp4/2024-04-25_XRAISE_Karnevalkostuem-Scholz_00001635.jpg,annots/2024-04-25_TUEV_Elchingen/Karnevalkostuem-Scholz.mp4/2024-04-25_XRAISE_Karnevalkostuem-Scholz_00001635.xml,2024-04-25_TUEV_Elchingen/Karnevalkostuem-Scholz.mp4,1635,train,2.45,0,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,38,images/train/038__2024-04-25_XRAISE_Karnevalkostuem_00000135.jpg,imgs/2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4/2024-04-25_XRAISE_Karnevalkostuem_00000135.jpg,annots/2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4/2024-04-25_XRAISE_Karnevalkostuem_00000135.xml,2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4,135,train,2.45,4,0,normal,hard_case_extension,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,39,images/train/039__2024-04-25_XRAISE_Karnevalkostuem_00000690.jpg,imgs/2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4/2024-04-25_XRAISE_Karnevalkostuem_00000690.jpg,annots/2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4/2024-04-25_XRAISE_Karnevalkostuem_00000690.xml,2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4,690,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,40,images/train/040__2024-04-25_XRAISE_Karnevalkostuem_00001800.jpg,imgs/2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4/2024-04-25_XRAISE_Karnevalkostuem_00001800.jpg,annots/2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4/2024-04-25_XRAISE_Karnevalkostuem_00001800.xml,2024-04-25_TUEV_Elchingen/Karnevalkostuem.mp4,1800,train,2.45,0,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,41,images/train/041__2024-04-25_XRAISE_NSZ10_1_00000435.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ10_1.mp4/2024-04-25_XRAISE_NSZ10_1_00000435.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ10_1.mp4/2024-04-25_XRAISE_NSZ10_1_00000435.xml,2024-04-25_TUEV_Elchingen/NSZ10_1.mp4,435,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,42,images/train/042__2024-04-25_XRAISE_NSZ10_1_00001155.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ10_1.mp4/2024-04-25_XRAISE_NSZ10_1_00001155.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ10_1.mp4/2024-04-25_XRAISE_NSZ10_1_00001155.xml,2024-04-25_TUEV_Elchingen/NSZ10_1.mp4,1155,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,43,images/train/043__2024-04-25_XRAISE_NSZ10_2_00000375.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ10_2.mp4/2024-04-25_XRAISE_NSZ10_2_00000375.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ10_2.mp4/2024-04-25_XRAISE_NSZ10_2_00000375.xml,2024-04-25_TUEV_Elchingen/NSZ10_2.mp4,375,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,44,images/train/044__2024-04-25_XRAISE_NSZ10_2_00000975.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ10_2.mp4/2024-04-25_XRAISE_NSZ10_2_00000975.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ10_2.mp4/2024-04-25_XRAISE_NSZ10_2_00000975.xml,2024-04-25_TUEV_Elchingen/NSZ10_2.mp4,975,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,45,images/train/045__2024-04-25_XRAISE_NSZ10_3_00000495.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ10_3.mp4/2024-04-25_XRAISE_NSZ10_3_00000495.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ10_3.mp4/2024-04-25_XRAISE_NSZ10_3_00000495.xml,2024-04-25_TUEV_Elchingen/NSZ10_3.mp4,495,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,46,images/train/046__2024-04-25_XRAISE_NSZ10_3_00001290.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ10_3.mp4/2024-04-25_XRAISE_NSZ10_3_00001290.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ10_3.mp4/2024-04-25_XRAISE_NSZ10_3_00001290.xml,2024-04-25_TUEV_Elchingen/NSZ10_3.mp4,1290,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,47,images/train/047__2024-04-25_XRAISE_NSZ10_4_00000435.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ10_4.mp4/2024-04-25_XRAISE_NSZ10_4_00000435.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ10_4.mp4/2024-04-25_XRAISE_NSZ10_4_00000435.xml,2024-04-25_TUEV_Elchingen/NSZ10_4.mp4,435,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,48,images/train/048__2024-04-25_XRAISE_NSZ10_4_00001155.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ10_4.mp4/2024-04-25_XRAISE_NSZ10_4_00001155.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ10_4.mp4/2024-04-25_XRAISE_NSZ10_4_00001155.xml,2024-04-25_TUEV_Elchingen/NSZ10_4.mp4,1155,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
railgoerl24_batch_001,49,images/train/049__2024-04-25_XRAISE_NSZ2_10_1_RentnerMitKrueke_00000420.jpg,imgs/2024-04-25_TUEV_Elchingen/NSZ2_10_1_RentnerMitKrueke.mp4/2024-04-25_XRAISE_NSZ2_10_1_RentnerMitKrueke_00000420.jpg,annots/2024-04-25_TUEV_Elchingen/NSZ2_10_1_RentnerMitKrueke.mp4/2024-04-25_XRAISE_NSZ2_10_1_RentnerMitKrueke_00000420.xml,2024-04-25_TUEV_Elchingen/NSZ2_10_1_RentnerMitKrueke.mp4,420,train,2.45,1,0,normal,sequence_coverage,prelabel_then_review,pending,,pending,,
