image_path,annotation_path,sequence_id,frame_id,split,camera_height_m,person_count,bicycle_count,scenario_hint,rail_annotation_status,exclude_reason,left_rail_points,right_rail_points
imgs/2024-04-25_TUEV_Elchingen/Crossing_40m.mp4/2024-04-25_XRAISE_Crossing_40m_00004020.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_40m.mp4/2024-04-25_XRAISE_Crossing_40m_00004020.xml,2024-04-25_TUEV_Elchingen/Crossing_40m.mp4,4020,train,2.45,6,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_40m.mp4/2024-04-25_XRAISE_Crossing_40m_00004635.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_40m.mp4/2024-04-25_XRAISE_Crossing_40m_00004635.xml,2024-04-25_TUEV_Elchingen/Crossing_40m.mp4,4635,train,2.45,5,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00000285.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00000285.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4,285,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00000885.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00000885.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4,885,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00001470.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00001470.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4,1470,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00002070.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00002070.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4,2070,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00002655.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00002655.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4,2655,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00003255.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00003255.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4,3255,train,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00003840.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00003840.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4,3840,train,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00004440.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil1_00004440.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil1.mp4,4440,train,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00000180.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00000180.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4,180,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00000555.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00000555.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4,555,train,2.45,3,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00000930.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00000930.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4,930,train,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00001305.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00001305.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4,1305,train,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00001680.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00001680.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4,1680,train,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00002055.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00002055.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4,2055,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00002430.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00002430.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4,2430,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00002805.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil2_Balancieren_00002805.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil2_Balancieren.mp4,2805,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00000225.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00000225.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4,225,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00000675.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00000675.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4,675,train,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00001125.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00001125.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4,1125,train,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00001575.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00001575.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4,1575,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00002025.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00002025.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4,2025,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00002475.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00002475.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4,2475,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00002925.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00002925.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4,2925,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00003375.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil3_Rentner_00003375.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil3_Rentner.mp4,3375,train,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00000405.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00000405.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4,405,test,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00001215.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00001215.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4,1215,test,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00002025.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00002025.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4,2025,test,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00002835.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00002835.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4,2835,test,2.45,2,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00003660.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00003660.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4,3660,test,2.45,0,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00004470.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00004470.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4,4470,test,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00005280.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00005280.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4,5280,test,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00006090.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4/2024-04-25_XRAISE_Crossing_80_Front_Teil4_00006090.xml,2024-04-25_TUEV_Elchingen/Crossing_80_Front_Teil4.mp4,6090,test,2.45,1,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000090.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000090.xml,2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4,90,train,2.45,7,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000300.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000300.xml,2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4,300,train,2.45,9,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000495.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000495.xml,2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4,495,train,2.45,7,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000705.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000705.xml,2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4,705,train,2.45,9,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000900.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00000900.xml,2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4,900,train,2.45,9,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00001110.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00001110.xml,2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4,1110,train,2.45,11,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00001305.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00001305.xml,2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4,1305,train,2.45,8,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00001515.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4/2024-04-25_XRAISE_Fuzzy-Betrunkene_00001515.xml,2024-04-25_TUEV_Elchingen/Fuzzy-Betrunkene.mp4,1515,train,2.45,7,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00000255.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00000255.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,255,train,2.45,9,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00000795.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00000795.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,795,train,2.45,7,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00001335.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00001335.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,1335,train,2.45,7,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00001875.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00001875.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,1875,train,2.45,8,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00002415.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00002415.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,2415,train,2.45,10,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00002955.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00002955.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,2955,train,2.45,8,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00003495.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00003495.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,3495,train,2.45,10,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00004035.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe1_00004035.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe1.mp4,4035,train,2.45,8,0,normal,pending,,,
imgs/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe2.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe2_00000780.jpg,annots/2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe2.mp4/2024-04-25_XRAISE_Fuzzy-KinderMenschengruppe2_00000780.xml,2024-04-25_TUEV_Elchingen/Fuzzy-KinderMenschengruppe2.mp4,780,val,2.45,10,0,normal,pending,,,
