image_path,annotation_path,sequence_id,frame_id,camera_height_m,split,object_count,class_assignment_count,person_count,bicycle_count,other_label_counts,invalid_box_count,objects_without_label,image_width,image_height,everything_annotated
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000165.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000165.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,165,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000180.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000180.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,180,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000195.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000195.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,195,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000210.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000210.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,210,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000225.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000225.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,225,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000240.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000240.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,240,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000255.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000255.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,255,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000270.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000270.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,270,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000285.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000285.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,285,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000300.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000300.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,300,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000315.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000315.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,315,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000330.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000330.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,330,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000345.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000345.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,345,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000360.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000360.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,360,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000375.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000375.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,375,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000390.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000390.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,390,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000405.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000405.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,405,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000420.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000420.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,420,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000435.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000435.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,435,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000450.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000450.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,450,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000465.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000465.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,465,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000480.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000480.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,480,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000495.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000495.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,495,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000510.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000510.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,510,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000525.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000525.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,525,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000540.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000540.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,540,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000555.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000555.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,555,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000570.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000570.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,570,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000585.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000585.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,585,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000600.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000600.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,600,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000615.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000615.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,615,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000630.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000630.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,630,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000645.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000645.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,645,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000660.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000660.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,660,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000675.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000675.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,675,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000690.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000690.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,690,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000705.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000705.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,705,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000720.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000720.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,720,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000735.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000735.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,735,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000750.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000750.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,750,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000765.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000765.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,765,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000780.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000780.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,780,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000795.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000795.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,795,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000810.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000810.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,810,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000825.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000825.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,825,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000840.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000840.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,840,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000855.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000855.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,855,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000870.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000870.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,870,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000885.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000885.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,885,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000900.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000900.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,900,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000915.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000915.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,915,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000930.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000930.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,930,2.45,train,2,2,2,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000945.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000945.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,945,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000960.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000960.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,960,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000975.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000975.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,975,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000990.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00000990.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,990,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001005.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001005.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,1005,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001020.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001020.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,1020,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001035.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001035.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,1035,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001050.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001050.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,1050,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001065.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001065.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,1065,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001080.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001080.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,1080,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
imgs/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001095.jpg,annots/2024-04-25_TUEV_Elchingen/Crossing_10m.mp4/2024-04-25_XRAISE_Crossing_10m_00001095.xml,2024-04-25_TUEV_Elchingen/Crossing_10m.mp4,1095,2.45,train,1,1,1,0,{},0,0,1920,1080,partial
