season,stem,frame_id,temporal_block,split,status,exclude_reason,source_image,source_annotation,yolo_image,yolo_label,switch_count,usable_switch_count,classes
fall,nlb_fall_000049,49,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000049.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000049.json,images/train/fall__nlb_fall_000049.png,labels/train/fall__nlb_fall_000049.txt,0,0,[]
fall,nlb_fall_000050,50,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000050.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000050.json,images/train/fall__nlb_fall_000050.png,labels/train/fall__nlb_fall_000050.txt,0,0,[]
fall,nlb_fall_000051,51,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000051.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000051.json,images/train/fall__nlb_fall_000051.png,labels/train/fall__nlb_fall_000051.txt,0,0,[]
fall,nlb_fall_000052,52,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000052.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000052.json,images/train/fall__nlb_fall_000052.png,labels/train/fall__nlb_fall_000052.txt,0,0,[]
fall,nlb_fall_000053,53,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000053.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000053.json,images/train/fall__nlb_fall_000053.png,labels/train/fall__nlb_fall_000053.txt,0,0,[]
fall,nlb_fall_000054,54,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000054.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000054.json,images/train/fall__nlb_fall_000054.png,labels/train/fall__nlb_fall_000054.txt,0,0,[]
fall,nlb_fall_000055,55,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000055.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000055.json,images/train/fall__nlb_fall_000055.png,labels/train/fall__nlb_fall_000055.txt,0,0,[]
fall,nlb_fall_000056,56,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000056.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000056.json,images/train/fall__nlb_fall_000056.png,labels/train/fall__nlb_fall_000056.txt,0,0,[]
fall,nlb_fall_000057,57,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000057.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000057.json,images/train/fall__nlb_fall_000057.png,labels/train/fall__nlb_fall_000057.txt,0,0,[]
fall,nlb_fall_000058,58,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000058.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000058.json,images/train/fall__nlb_fall_000058.png,labels/train/fall__nlb_fall_000058.txt,0,0,[]
fall,nlb_fall_000059,59,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000059.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000059.json,images/train/fall__nlb_fall_000059.png,labels/train/fall__nlb_fall_000059.txt,0,0,[]
fall,nlb_fall_000060,60,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000060.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000060.json,images/train/fall__nlb_fall_000060.png,labels/train/fall__nlb_fall_000060.txt,0,0,[]
fall,nlb_fall_000061,61,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000061.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000061.json,images/train/fall__nlb_fall_000061.png,labels/train/fall__nlb_fall_000061.txt,0,0,[]
fall,nlb_fall_000062,62,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000062.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000062.json,images/train/fall__nlb_fall_000062.png,labels/train/fall__nlb_fall_000062.txt,0,0,[]
fall,nlb_fall_000063,63,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000063.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000063.json,images/train/fall__nlb_fall_000063.png,labels/train/fall__nlb_fall_000063.txt,0,0,[]
fall,nlb_fall_000064,64,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000064.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000064.json,images/train/fall__nlb_fall_000064.png,labels/train/fall__nlb_fall_000064.txt,0,0,[]
fall,nlb_fall_000065,65,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000065.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000065.json,images/train/fall__nlb_fall_000065.png,labels/train/fall__nlb_fall_000065.txt,0,0,[]
fall,nlb_fall_000066,66,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000066.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000066.json,images/train/fall__nlb_fall_000066.png,labels/train/fall__nlb_fall_000066.txt,0,0,[]
fall,nlb_fall_000067,67,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000067.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000067.json,images/train/fall__nlb_fall_000067.png,labels/train/fall__nlb_fall_000067.txt,0,0,[]
fall,nlb_fall_000068,68,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000068.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000068.json,images/train/fall__nlb_fall_000068.png,labels/train/fall__nlb_fall_000068.txt,0,0,[]
fall,nlb_fall_000069,69,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000069.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000069.json,images/train/fall__nlb_fall_000069.png,labels/train/fall__nlb_fall_000069.txt,0,0,[]
fall,nlb_fall_000070,70,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000070.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000070.json,images/train/fall__nlb_fall_000070.png,labels/train/fall__nlb_fall_000070.txt,0,0,[]
fall,nlb_fall_000071,71,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000071.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000071.json,images/train/fall__nlb_fall_000071.png,labels/train/fall__nlb_fall_000071.txt,0,0,[]
fall,nlb_fall_000072,72,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000072.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000072.json,images/train/fall__nlb_fall_000072.png,labels/train/fall__nlb_fall_000072.txt,0,0,[]
fall,nlb_fall_000073,73,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000073.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000073.json,images/train/fall__nlb_fall_000073.png,labels/train/fall__nlb_fall_000073.txt,0,0,[]
fall,nlb_fall_000074,74,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000074.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000074.json,images/train/fall__nlb_fall_000074.png,labels/train/fall__nlb_fall_000074.txt,0,0,[]
fall,nlb_fall_000075,75,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000075.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000075.json,images/train/fall__nlb_fall_000075.png,labels/train/fall__nlb_fall_000075.txt,1,1,"[""merge_left""]"
fall,nlb_fall_000076,76,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000076.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000076.json,images/train/fall__nlb_fall_000076.png,labels/train/fall__nlb_fall_000076.txt,3,3,"[""fork_right"", ""fork_left"", ""merge_unknown""]"
fall,nlb_fall_000077,77,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000077.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000077.json,images/train/fall__nlb_fall_000077.png,labels/train/fall__nlb_fall_000077.txt,2,2,"[""fork_unknown"", ""fork_unknown""]"
fall,nlb_fall_000078,78,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000078.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000078.json,images/train/fall__nlb_fall_000078.png,labels/train/fall__nlb_fall_000078.txt,0,0,[]
fall,nlb_fall_000079,79,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000079.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000079.json,images/train/fall__nlb_fall_000079.png,labels/train/fall__nlb_fall_000079.txt,0,0,[]
fall,nlb_fall_000080,80,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000080.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000080.json,images/train/fall__nlb_fall_000080.png,labels/train/fall__nlb_fall_000080.txt,4,4,"[""fork_left"", ""merge_unknown"", ""merge_unknown"", ""merge_unknown""]"
fall,nlb_fall_000081,81,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000081.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000081.json,images/train/fall__nlb_fall_000081.png,labels/train/fall__nlb_fall_000081.txt,0,0,[]
fall,nlb_fall_000082,82,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000082.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000082.json,images/train/fall__nlb_fall_000082.png,labels/train/fall__nlb_fall_000082.txt,0,0,[]
fall,nlb_fall_000083,83,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000083.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000083.json,images/train/fall__nlb_fall_000083.png,labels/train/fall__nlb_fall_000083.txt,0,0,[]
fall,nlb_fall_000084,84,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000084.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000084.json,images/train/fall__nlb_fall_000084.png,labels/train/fall__nlb_fall_000084.txt,0,0,[]
fall,nlb_fall_000085,85,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000085.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000085.json,images/train/fall__nlb_fall_000085.png,labels/train/fall__nlb_fall_000085.txt,0,0,[]
fall,nlb_fall_000086,86,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000086.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000086.json,images/train/fall__nlb_fall_000086.png,labels/train/fall__nlb_fall_000086.txt,0,0,[]
fall,nlb_fall_000087,87,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000087.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000087.json,images/train/fall__nlb_fall_000087.png,labels/train/fall__nlb_fall_000087.txt,0,0,[]
fall,nlb_fall_000088,88,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000088.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000088.json,images/train/fall__nlb_fall_000088.png,labels/train/fall__nlb_fall_000088.txt,0,0,[]
fall,nlb_fall_000089,89,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000089.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000089.json,images/train/fall__nlb_fall_000089.png,labels/train/fall__nlb_fall_000089.txt,0,0,[]
fall,nlb_fall_000090,90,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000090.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000090.json,images/train/fall__nlb_fall_000090.png,labels/train/fall__nlb_fall_000090.txt,0,0,[]
fall,nlb_fall_000091,91,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000091.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000091.json,images/train/fall__nlb_fall_000091.png,labels/train/fall__nlb_fall_000091.txt,0,0,[]
fall,nlb_fall_000092,92,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000092.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000092.json,images/train/fall__nlb_fall_000092.png,labels/train/fall__nlb_fall_000092.txt,0,0,[]
fall,nlb_fall_000093,93,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000093.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000093.json,images/train/fall__nlb_fall_000093.png,labels/train/fall__nlb_fall_000093.txt,0,0,[]
fall,nlb_fall_000094,94,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000094.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000094.json,images/train/fall__nlb_fall_000094.png,labels/train/fall__nlb_fall_000094.txt,0,0,[]
fall,nlb_fall_000095,95,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000095.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000095.json,images/train/fall__nlb_fall_000095.png,labels/train/fall__nlb_fall_000095.txt,0,0,[]
fall,nlb_fall_000096,96,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000096.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000096.json,images/train/fall__nlb_fall_000096.png,labels/train/fall__nlb_fall_000096.txt,0,0,[]
fall,nlb_fall_000097,97,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000097.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000097.json,images/train/fall__nlb_fall_000097.png,labels/train/fall__nlb_fall_000097.txt,0,0,[]
fall,nlb_fall_000098,98,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000098.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000098.json,images/train/fall__nlb_fall_000098.png,labels/train/fall__nlb_fall_000098.txt,0,0,[]
fall,nlb_fall_000099,99,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000099.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000099.json,images/train/fall__nlb_fall_000099.png,labels/train/fall__nlb_fall_000099.txt,0,0,[]
fall,nlb_fall_000100,100,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000100.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000100.json,images/train/fall__nlb_fall_000100.png,labels/train/fall__nlb_fall_000100.txt,0,0,[]
fall,nlb_fall_000101,101,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000101.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000101.json,images/train/fall__nlb_fall_000101.png,labels/train/fall__nlb_fall_000101.txt,0,0,[]
fall,nlb_fall_000102,102,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000102.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000102.json,images/train/fall__nlb_fall_000102.png,labels/train/fall__nlb_fall_000102.txt,0,0,[]
fall,nlb_fall_000103,103,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000103.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000103.json,images/train/fall__nlb_fall_000103.png,labels/train/fall__nlb_fall_000103.txt,0,0,[]
fall,nlb_fall_000104,104,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000104.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000104.json,images/train/fall__nlb_fall_000104.png,labels/train/fall__nlb_fall_000104.txt,0,0,[]
fall,nlb_fall_000105,105,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000105.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000105.json,images/train/fall__nlb_fall_000105.png,labels/train/fall__nlb_fall_000105.txt,0,0,[]
fall,nlb_fall_000106,106,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000106.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000106.json,images/train/fall__nlb_fall_000106.png,labels/train/fall__nlb_fall_000106.txt,0,0,[]
fall,nlb_fall_000107,107,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000107.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000107.json,images/train/fall__nlb_fall_000107.png,labels/train/fall__nlb_fall_000107.txt,1,0,[]
fall,nlb_fall_000108,108,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000108.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000108.json,images/train/fall__nlb_fall_000108.png,labels/train/fall__nlb_fall_000108.txt,1,1,"[""fork_right""]"
fall,nlb_fall_000109,109,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000109.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000109.json,images/train/fall__nlb_fall_000109.png,labels/train/fall__nlb_fall_000109.txt,0,0,[]
fall,nlb_fall_000110,110,0,train,usable,,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\images\nlb_fall_000110.png,E:\冰雪天气轨道图像采集\图像数据\L4R_NLB_fall\L4R_NLB_fall\annotations\nlb_fall_000110.json,images/train/fall__nlb_fall_000110.png,labels/train/fall__nlb_fall_000110.txt,1,1,"[""merge_left""]"
