stem,frame_id,temporal_block,split,status,exclude_reason,source_image_path,source_annotation_path,source_mask_path,source_mask_scope,yolo_image_path,yolo_label_path,ego_track_count,total_track_count,switch_count,polygon_points,polygon_area_px,tags
nlb_winter_000046,46,0,train,usable,,images/nlb_winter_000046.png,annotations/nlb_winter_000046.json,masks/nlb_winter_000046.png,all_tracks,images/train/nlb_winter_000046.png,labels/train/nlb_winter_000046.txt,1,2,0,16,99652.5,"[""environment:urban"", ""light:artificial"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000047,47,0,train,usable,,images/nlb_winter_000047.png,annotations/nlb_winter_000047.json,masks/nlb_winter_000047.png,all_tracks,images/train/nlb_winter_000047.png,labels/train/nlb_winter_000047.txt,1,2,0,20,100673.5,"[""environment:urban"", ""light:artificial"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000048,48,0,train,usable,,images/nlb_winter_000048.png,annotations/nlb_winter_000048.json,masks/nlb_winter_000048.png,all_tracks,images/train/nlb_winter_000048.png,labels/train/nlb_winter_000048.txt,1,2,0,15,103916.0,"[""environment:urban"", ""light:artificial"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000049,49,0,train,usable,,images/nlb_winter_000049.png,annotations/nlb_winter_000049.json,masks/nlb_winter_000049.png,all_tracks,images/train/nlb_winter_000049.png,labels/train/nlb_winter_000049.txt,1,2,0,15,103725.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000050,50,0,train,usable,,images/nlb_winter_000050.png,annotations/nlb_winter_000050.json,masks/nlb_winter_000050.png,all_tracks,images/train/nlb_winter_000050.png,labels/train/nlb_winter_000050.txt,1,2,0,18,100953.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000051,51,0,train,usable,,images/nlb_winter_000051.png,annotations/nlb_winter_000051.json,masks/nlb_winter_000051.png,all_tracks,images/train/nlb_winter_000051.png,labels/train/nlb_winter_000051.txt,1,2,0,18,101319.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000052,52,0,train,usable,,images/nlb_winter_000052.png,annotations/nlb_winter_000052.json,masks/nlb_winter_000052.png,all_tracks,images/train/nlb_winter_000052.png,labels/train/nlb_winter_000052.txt,1,2,0,22,96532.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:parallel structures"", ""track_layout:straight"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000053,53,0,train,usable,,images/nlb_winter_000053.png,annotations/nlb_winter_000053.json,masks/nlb_winter_000053.png,all_tracks,images/train/nlb_winter_000053.png,labels/train/nlb_winter_000053.txt,1,2,0,17,101787.5,"[""environment:station"", ""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:parallel structures"", ""track_layout:straight"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000054,54,0,train,usable,,images/nlb_winter_000054.png,annotations/nlb_winter_000054.json,masks/nlb_winter_000054.png,all_tracks,images/train/nlb_winter_000054.png,labels/train/nlb_winter_000054.txt,1,2,0,16,100926.0,"[""environment:rural"", ""environment:station"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000055,55,0,train,usable,,images/nlb_winter_000055.png,annotations/nlb_winter_000055.json,masks/nlb_winter_000055.png,all_tracks,images/train/nlb_winter_000055.png,labels/train/nlb_winter_000055.txt,1,2,0,20,100087.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000056,56,0,train,usable,,images/nlb_winter_000056.png,annotations/nlb_winter_000056.json,masks/nlb_winter_000056.png,all_tracks,images/train/nlb_winter_000056.png,labels/train/nlb_winter_000056.txt,1,1,0,24,100496.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000057,57,0,train,usable,,images/nlb_winter_000057.png,annotations/nlb_winter_000057.json,masks/nlb_winter_000057.png,all_tracks,images/train/nlb_winter_000057.png,labels/train/nlb_winter_000057.txt,1,1,0,19,106814.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000058,58,0,train,usable,,images/nlb_winter_000058.png,annotations/nlb_winter_000058.json,masks/nlb_winter_000058.png,all_tracks,images/train/nlb_winter_000058.png,labels/train/nlb_winter_000058.txt,1,1,0,21,100982.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000059,59,0,train,usable,,images/nlb_winter_000059.png,annotations/nlb_winter_000059.json,masks/nlb_winter_000059.png,all_tracks,images/train/nlb_winter_000059.png,labels/train/nlb_winter_000059.txt,1,1,0,18,103681.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000060,60,0,train,usable,,images/nlb_winter_000060.png,annotations/nlb_winter_000060.json,masks/nlb_winter_000060.png,all_tracks,images/train/nlb_winter_000060.png,labels/train/nlb_winter_000060.txt,1,1,0,18,103223.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000061,61,0,train,usable,,images/nlb_winter_000061.png,annotations/nlb_winter_000061.json,masks/nlb_winter_000061.png,all_tracks,images/train/nlb_winter_000061.png,labels/train/nlb_winter_000061.txt,1,1,0,19,103063.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000062,62,0,train,usable,,images/nlb_winter_000062.png,annotations/nlb_winter_000062.json,masks/nlb_winter_000062.png,all_tracks,images/train/nlb_winter_000062.png,labels/train/nlb_winter_000062.txt,1,1,0,20,101105.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000063,63,0,train,usable,,images/nlb_winter_000063.png,annotations/nlb_winter_000063.json,masks/nlb_winter_000063.png,all_tracks,images/train/nlb_winter_000063.png,labels/train/nlb_winter_000063.txt,1,1,0,18,100259.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000064,64,0,train,usable,,images/nlb_winter_000064.png,annotations/nlb_winter_000064.json,masks/nlb_winter_000064.png,all_tracks,images/train/nlb_winter_000064.png,labels/train/nlb_winter_000064.txt,1,1,0,19,100020.0,"[""environment:station"", ""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000065,65,0,train,usable,,images/nlb_winter_000065.png,annotations/nlb_winter_000065.json,masks/nlb_winter_000065.png,all_tracks,images/train/nlb_winter_000065.png,labels/train/nlb_winter_000065.txt,1,1,0,18,100734.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000066,66,0,train,usable,,images/nlb_winter_000066.png,annotations/nlb_winter_000066.json,masks/nlb_winter_000066.png,all_tracks,images/train/nlb_winter_000066.png,labels/train/nlb_winter_000066.txt,1,1,0,18,101347.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000067,67,0,train,usable,,images/nlb_winter_000067.png,annotations/nlb_winter_000067.json,masks/nlb_winter_000067.png,all_tracks,images/train/nlb_winter_000067.png,labels/train/nlb_winter_000067.txt,1,1,0,19,102233.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000068,68,0,train,usable,,images/nlb_winter_000068.png,annotations/nlb_winter_000068.json,masks/nlb_winter_000068.png,all_tracks,images/train/nlb_winter_000068.png,labels/train/nlb_winter_000068.txt,1,1,0,16,102568.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000069,69,0,train,usable,,images/nlb_winter_000069.png,annotations/nlb_winter_000069.json,masks/nlb_winter_000069.png,all_tracks,images/train/nlb_winter_000069.png,labels/train/nlb_winter_000069.txt,1,1,0,18,99853.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000070,70,0,train,usable,,images/nlb_winter_000070.png,annotations/nlb_winter_000070.json,masks/nlb_winter_000070.png,all_tracks,images/train/nlb_winter_000070.png,labels/train/nlb_winter_000070.txt,1,1,0,20,102097.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000071,71,0,train,usable,,images/nlb_winter_000071.png,annotations/nlb_winter_000071.json,masks/nlb_winter_000071.png,all_tracks,images/train/nlb_winter_000071.png,labels/train/nlb_winter_000071.txt,1,1,0,18,100724.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000072,72,0,train,usable,,images/nlb_winter_000072.png,annotations/nlb_winter_000072.json,masks/nlb_winter_000072.png,all_tracks,images/train/nlb_winter_000072.png,labels/train/nlb_winter_000072.txt,1,1,0,19,101484.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000073,73,0,train,usable,,images/nlb_winter_000073.png,annotations/nlb_winter_000073.json,masks/nlb_winter_000073.png,all_tracks,images/train/nlb_winter_000073.png,labels/train/nlb_winter_000073.txt,1,1,0,19,101771.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000074,74,0,train,usable,,images/nlb_winter_000074.png,annotations/nlb_winter_000074.json,masks/nlb_winter_000074.png,all_tracks,images/train/nlb_winter_000074.png,labels/train/nlb_winter_000074.txt,1,1,0,16,102556.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000075,75,0,train,usable,,images/nlb_winter_000075.png,annotations/nlb_winter_000075.json,masks/nlb_winter_000075.png,all_tracks,images/train/nlb_winter_000075.png,labels/train/nlb_winter_000075.txt,1,2,1,18,102773.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000076,76,0,train,usable,,images/nlb_winter_000076.png,annotations/nlb_winter_000076.json,masks/nlb_winter_000076.png,all_tracks,images/train/nlb_winter_000076.png,labels/train/nlb_winter_000076.txt,1,2,1,16,98412.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000077,77,0,train,usable,,images/nlb_winter_000077.png,annotations/nlb_winter_000077.json,masks/nlb_winter_000077.png,all_tracks,images/train/nlb_winter_000077.png,labels/train/nlb_winter_000077.txt,1,3,0,14,100101.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000078,78,0,train,usable,,images/nlb_winter_000078.png,annotations/nlb_winter_000078.json,masks/nlb_winter_000078.png,all_tracks,images/train/nlb_winter_000078.png,labels/train/nlb_winter_000078.txt,1,2,0,18,98348.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000079,79,0,train,usable,,images/nlb_winter_000079.png,annotations/nlb_winter_000079.json,masks/nlb_winter_000079.png,all_tracks,images/train/nlb_winter_000079.png,labels/train/nlb_winter_000079.txt,1,3,0,21,103049.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000080,80,0,train,usable,,images/nlb_winter_000080.png,annotations/nlb_winter_000080.json,masks/nlb_winter_000080.png,all_tracks,images/train/nlb_winter_000080.png,labels/train/nlb_winter_000080.txt,1,4,4,21,103287.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000081,81,0,train,usable,,images/nlb_winter_000081.png,annotations/nlb_winter_000081.json,masks/nlb_winter_000081.png,all_tracks,images/train/nlb_winter_000081.png,labels/train/nlb_winter_000081.txt,1,1,0,20,101065.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000082,82,0,train,usable,,images/nlb_winter_000082.png,annotations/nlb_winter_000082.json,masks/nlb_winter_000082.png,all_tracks,images/train/nlb_winter_000082.png,labels/train/nlb_winter_000082.txt,1,1,0,20,101503.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000083,83,0,train,usable,,images/nlb_winter_000083.png,annotations/nlb_winter_000083.json,masks/nlb_winter_000083.png,all_tracks,images/train/nlb_winter_000083.png,labels/train/nlb_winter_000083.txt,1,1,0,18,100665.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000084,84,0,train,usable,,images/nlb_winter_000084.png,annotations/nlb_winter_000084.json,masks/nlb_winter_000084.png,all_tracks,images/train/nlb_winter_000084.png,labels/train/nlb_winter_000084.txt,1,1,0,20,101308.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000085,85,0,train,usable,,images/nlb_winter_000085.png,annotations/nlb_winter_000085.json,masks/nlb_winter_000085.png,all_tracks,images/train/nlb_winter_000085.png,labels/train/nlb_winter_000085.txt,1,1,0,22,101686.5,"[""environment:rural"", ""environment:station"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000086,86,0,train,usable,,images/nlb_winter_000086.png,annotations/nlb_winter_000086.json,masks/nlb_winter_000086.png,all_tracks,images/train/nlb_winter_000086.png,labels/train/nlb_winter_000086.txt,1,1,0,18,101772.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000087,87,0,train,usable,,images/nlb_winter_000087.png,annotations/nlb_winter_000087.json,masks/nlb_winter_000087.png,all_tracks,images/train/nlb_winter_000087.png,labels/train/nlb_winter_000087.txt,1,1,0,21,102244.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000088,88,0,train,usable,,images/nlb_winter_000088.png,annotations/nlb_winter_000088.json,masks/nlb_winter_000088.png,all_tracks,images/train/nlb_winter_000088.png,labels/train/nlb_winter_000088.txt,1,1,0,18,101042.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000089,89,0,train,usable,,images/nlb_winter_000089.png,annotations/nlb_winter_000089.json,masks/nlb_winter_000089.png,all_tracks,images/train/nlb_winter_000089.png,labels/train/nlb_winter_000089.txt,1,1,0,20,102345.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000090,90,0,train,usable,,images/nlb_winter_000090.png,annotations/nlb_winter_000090.json,masks/nlb_winter_000090.png,all_tracks,images/train/nlb_winter_000090.png,labels/train/nlb_winter_000090.txt,1,1,0,24,98055.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000091,91,0,train,usable,,images/nlb_winter_000091.png,annotations/nlb_winter_000091.json,masks/nlb_winter_000091.png,all_tracks,images/train/nlb_winter_000091.png,labels/train/nlb_winter_000091.txt,1,1,0,16,103412.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000092,92,0,train,usable,,images/nlb_winter_000092.png,annotations/nlb_winter_000092.json,masks/nlb_winter_000092.png,all_tracks,images/train/nlb_winter_000092.png,labels/train/nlb_winter_000092.txt,1,1,0,20,101712.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000093,93,0,train,usable,,images/nlb_winter_000093.png,annotations/nlb_winter_000093.json,masks/nlb_winter_000093.png,all_tracks,images/train/nlb_winter_000093.png,labels/train/nlb_winter_000093.txt,1,1,0,19,104143.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000094,94,0,train,usable,,images/nlb_winter_000094.png,annotations/nlb_winter_000094.json,masks/nlb_winter_000094.png,all_tracks,images/train/nlb_winter_000094.png,labels/train/nlb_winter_000094.txt,1,1,0,18,101980.0,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000095,95,0,train,usable,,images/nlb_winter_000095.png,annotations/nlb_winter_000095.json,masks/nlb_winter_000095.png,all_tracks,images/train/nlb_winter_000095.png,labels/train/nlb_winter_000095.txt,1,1,0,16,100187.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000096,96,0,train,usable,,images/nlb_winter_000096.png,annotations/nlb_winter_000096.json,masks/nlb_winter_000096.png,all_tracks,images/train/nlb_winter_000096.png,labels/train/nlb_winter_000096.txt,1,1,0,17,99627.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000097,97,0,train,usable,,images/nlb_winter_000097.png,annotations/nlb_winter_000097.json,masks/nlb_winter_000097.png,all_tracks,images/train/nlb_winter_000097.png,labels/train/nlb_winter_000097.txt,1,1,0,16,100909.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:snow""]"
nlb_winter_000098,98,0,train,usable,,images/nlb_winter_000098.png,annotations/nlb_winter_000098.json,masks/nlb_winter_000098.png,all_tracks,images/train/nlb_winter_000098.png,labels/train/nlb_winter_000098.txt,1,1,0,17,101959.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000099,99,0,train,usable,,images/nlb_winter_000099.png,annotations/nlb_winter_000099.json,masks/nlb_winter_000099.png,all_tracks,images/train/nlb_winter_000099.png,labels/train/nlb_winter_000099.txt,1,1,0,19,104019.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:rainy"", ""weather:snow""]"
nlb_winter_000100,100,0,train,usable,,images/nlb_winter_000100.png,annotations/nlb_winter_000100.json,masks/nlb_winter_000100.png,all_tracks,images/train/nlb_winter_000100.png,labels/train/nlb_winter_000100.txt,1,1,0,20,102040.5,"[""environment:rural"", ""light:auto_bright_dark"", ""light:natural"", ""light:uniform"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy"", ""weather:snow""]"
